"","name","address","category"
"291","에이스침대 에이스 에비뉴 부산점","부산광역시 해운대구 해운대로 323","가구 > 침대"
"292","으뜸50안경 부산경성대점","부산광역시 남구 용소로 10 (대연동), 지하1층","가정,생활용품 > 안경원"
"293","다이소 부산서부터미널점","부산광역시 사상구 사상로 201 서부시외버스터미널","쇼핑,유통 > 종합생활용품"
"294","반지이야기 서면점","부산광역시 부산진구 서면로68번길 46 4층 반지이야기 서면점","쇼핑,유통 > 은제품전문"
"295","XO DIAMOND","부산광역시 부산진구 범일로 134 중앙빌딩 6층 XO DIAMOND","귀금속,보석 > 결혼예물"
"296","아르코발레노 부산점","부산광역시 부산진구 중앙대로 657 2층","정장 > 남성정장"
"297","카시나 해운대점","부산광역시 해운대구 해운대해변로 257 하버타운","쇼핑,유통 > 신발"
"298","유니클로 롯데백화점 서면점","부산광역시 부산진구 신천대로78번길 61 743","쇼핑,유통 > 캐주얼웨어"
"299","모터살롱","부산광역시 남구 동명로 12 남부자동차매매단지 부산중고차 모터살롱","전시,판매 > 중고차"
"300","루프트","부산광역시 부산진구 서전로46번길 80 지하1층","패션 > 수입의류"
"301","다비치안경부산대점","부산광역시 금정구 부산대학로 24","안경원 > 콘택트렌즈전문"
"302","으뜸플러스안경 부산덕천점","부산광역시 북구 덕천1길 6 2층","쇼핑,유통 > 안경원"
"303","다이소 부산명지국제신도시점","부산광역시 강서구 명지국제8로 237","쇼핑,유통 > 종합생활용품"
"304","부산중고폰매입 아프리카폰","부산광역시 부산진구 동천로 63","쇼핑,유통 > 휴대폰"
"305","다이소 부산동아대점","부산광역시 사하구 낙동대로516번길 56","쇼핑,유통 > 종합생활용품"
"306","중앙귀금속상가","부산광역시 부산진구 범일로 134","쇼핑,유통 > 귀금속,시계"
"307","어퓨 부산서면점","부산광역시 부산진구 중앙대로 786 10 대현지하상가 J-21호","쇼핑,유통 > 화장품,향수"
"308","연동시장","부산광역시 연제구 연동로8번길 22","쇼핑,유통 > 시장"
"309","로카 바이크","부산광역시 수영구 광남로 67-4","쇼핑,유통 > 자전거"
"310","유해피","부산광역시 서구 토성동3가 13-7","쇼핑,유통 > 이벤트,파티"
