"","name","address","category"
"250","다이소 창원반송시장점","경상남도 창원시 성산구 반송로 148-6 미건빌딩","쇼핑,유통 > 종합생활용품"
"251","A STORE 이마트 창원점","경상남도 창원시 성산구 원이대로 608 창원이마트 3층","전자,가전 > 컴퓨터,모니터"
"252","유니클로 롯데백화점 창원점","경상남도 창원시 성산구 중앙대로 124 롯데백화점창원점 4F","쇼핑,유통 > 캐주얼웨어"
"253","뉴월드마트","경상남도 통영시 북신시장1길 12","쇼핑,유통 > 슈퍼,마트"
"254","소울데코 창원신월점","경상남도 창원시 의창구 신월로 33","쇼핑,유통 > 침구,커튼"
"255","안성금호수산","경상남도 창원시 진해구 청안로170번길 31 금호횟집","쇼핑,유통 > 수산물"
"256","다이소 양산증산점","경상남도 양산시 물금읍 청운로 178 다이소양산증산점","쇼핑,유통 > 종합생활용품"
"257","한샘인테리어 통영점","경상남도 통영시 용남면 남해안대로 573 한샘인테리어 통영점","쇼핑,유통 > 가구"
"258","성원그랜드쇼핑","경상남도 창원시 성산구 동산로 124","쇼핑,유통 > 상가,아케이드"
"259","오토갤러리","경상남도 김해시 생림면 나전로 60","전시,판매 > 중고차"
"260","한일자동차매매상사","경상남도 김해시 분성로 716","전시,판매 > 중고차"
"261","A STORE 이마트 창원점","경상남도 창원시 성산구 원이대로 608 창원이마트 3층","전자,가전 > 컴퓨터,모니터"
"262","유니클로 롯데백화점 창원점","경상남도 창원시 성산구 중앙대로 124 롯데백화점창원점 4F","쇼핑,유통 > 캐주얼웨어"
"263","뉴월드마트","경상남도 통영시 북신시장1길 12","쇼핑,유통 > 슈퍼,마트"
"264","소울데코 창원신월점","경상남도 창원시 의창구 신월로 33","쇼핑,유통 > 침구,커튼"
"265","안성금호수산","경상남도 창원시 진해구 청안로170번길 31 금호횟집","쇼핑,유통 > 수산물"
"266","다이소 양산증산점","경상남도 양산시 물금읍 청운로 178 다이소양산증산점","쇼핑,유통 > 종합생활용품"
"267","한샘인테리어 통영점","경상남도 통영시 용남면 남해안대로 573 한샘인테리어 통영점","쇼핑,유통 > 가구"
"268","성원그랜드쇼핑","경상남도 창원시 성산구 동산로 124","쇼핑,유통 > 상가,아케이드"
"269","오토갤러리","경상남도 김해시 생림면 나전로 60","전시,판매 > 중고차"
"270","한일자동차매매상사","경상남도 김해시 분성로 716","전시,판매 > 중고차"
"271","진주동성상가","경상남도 진주시 진주대로 901 동성가든타워","쇼핑,유통 > 시장"
"272","다이소 거제 장평점","경상남도 거제시 장평로8길 17 정원빌딩","쇼핑,유통 > 종합생활용품"
"273","모모피어싱","경상남도 창원시 성산구 원이대로 652 1층 모모","쇼핑,유통 > 패션잡화"
"274","롭스 상남점","경상남도 창원시 성산구 마디미로 14 드림디포","쇼핑,유통 > 드럭스토어"
"275","신비수족관","경상남도 김해시 함박로45번길 4-16","반려동물 > 수족관"
"276","한국표준금거래소 창원점","경상남도 창원시 성산구 용지로121번길 2 1층","쇼핑,유통 > 금매매"
"277","진주열쇠","경상남도 진주시 진주대로 952","쇼핑,유통 > 열쇠,도어록"
"278","형제통신","경상남도 진주시 진주대로 919 1층","쇼핑,유통 > 휴대폰"
"279","이브자리 창원대방점","경상남도 창원시 성산구 대암로 81 백경빌딩","쇼핑,유통 > 침구,커튼"
"280","통통과일","경상남도 양산시 동면 금산2길 11","쇼핑,유통 > 과일"
"281","리바트 진주점","경상남도 진주시 동진로 280 리바트진주점","쇼핑,유통 > 가구,인테리어"
"282","유탑귀금속전문상가","경상남도 창원시 성산구 마디미로 20","쇼핑,유통 > 귀금속,시계"
"283","재미코RC","경상남도 김해시 내외중앙로 84","쇼핑,유통 > 장난감"
"284","아쿠아가든 창원점","경상남도 창원시 마산합포구 무학로 430-1 리코그린파크 상가 지하 1층","반려동물 > 수족관"
"285","리바트스타일샵 김해점","경상남도 김해시 한림면 김해대로 1521-6","쇼핑,유통 > 가구"
"286","장유재래시장","경상남도 김해시 장유로 287-22","쇼핑,유통 > 시장"
"287","가구대통령 김해점","경상남도 김해시 골든루트로66번길 166","쇼핑,유통 > 가구"
"288","다이소 진해용원점","경상남도 창원시 진해구 용원서로31번길 15 자바게임랜드","쇼핑,유통 > 종합생활용품"
"289","우리마트진영점","경상남도 김해시 진영읍 본산로 9","쇼핑,유통 > 슈퍼,마트"
"290","다이소 김해진영본점","경상남도 김해시 진영읍 진산대로 65","쇼핑,유통 > 종합생활용품"
"291","베네피트 롯데백화점창원점","경상남도 창원시 성산구 중앙대로 124 롯데백화점창원점 1F","쇼핑,유통 > 화장품,향수"
"292","써니마트","경상남도 양산시 물금읍 야리로 9","쇼핑,유통 > 슈퍼,마트"
"293","다이소 진해중앙점","경상남도 창원시 진해구 충장로130번길 6","쇼핑,유통 > 종합생활용품"
"294","GS수퍼마켓 장유점","경상남도 김해시 능동로167번길 7","쇼핑,유통 > 슈퍼,마트"
"295","가야서점문구팬시","경상남도 양산시 물금읍 신주로 45","쇼핑,유통 > 서점"
"296","거창시장","경상남도 거창군 거창읍 중앙로 140 거창시장","쇼핑,유통 > 시장"
"297","신현농협하나로마트수양지점","경상남도 거제시 수양로 473","쇼핑,유통 > 슈퍼,마트"
"298","한라프라자","경상남도 거제시 거제중앙로 1906 한라프라자","쇼핑,유통 > 상가,아케이드"
"299","쓰담쓰담","경상남도 진주시 진양호로 438-1","반려동물 > 반려동물분양"
"300","유니클로 진주 중안점","경상남도 진주시 비봉로30번길 16","쇼핑,유통 > 캐주얼웨어"
"301","다이소 마산창동점","경상남도 창원시 마산합포구 창동거리길 42 주택","쇼핑,유통 > 종합생활용품"
"302","알파 마산합성점","경상남도 창원시 마산회원구 3·15대로 736 보보스빌딩 지하 1층 2층","쇼핑,유통 > 문구,팬시용품"
"303","유니클로 양산신기점","경상남도 양산시 양산대로 921","쇼핑,유통 > 캐주얼웨어"
"304","나이키 롯데프리미엄아울렛김해점","경상남도 김해시 장유로 469 롯데프리미엄아울렛김해점 1F D101","쇼핑,유통 > 스포츠용품"
"305","농협하나로마트 양산물금점","경상남도 양산시 물금읍 새실로 159","쇼핑,유통 > 슈퍼,마트"
"306","착한밥상","경상남도 창원시 마산합포구 문화동14길 69","쇼핑,유통 > 반찬가게"
"307","창원 중고폰매입 아이폰수리 폰사요몰","경상남도 창원시 성산구 상남로 71 창원코아상가 1층 110호","쇼핑,유통 > 휴대폰"
"308","토월복합상가","경상남도 창원시 의창구 신월로 42 토월시장","쇼핑,유통 > 상가,아케이드"
"309","펄아쿠아","경상남도 진주시 평거로5번길 30 펄아쿠아","반려동물 > 수족관"
"310","의령전통시장","경상남도 의령군 의령읍 서동리","쇼핑,유통 > 시장"
